run_id,experiment_name,model_label,context,column_name,source_column_name,accuracy_incl_empty,precision_macro_incl_empty,recall_macro_incl_empty,f1_macro_incl_empty,accuracy_excl_empty,precision_macro_excl_empty,recall_macro_excl_empty,f1_macro_excl_empty,hallucination_rate,omission_rate,hallucination_count,omission_count,empty_empty_count,error_total,error_whitespace_only,error_case_only,error_whitespace_and_case,error_genuine,display_label,model_family
9a482697,dou_harmonization_bdikit-tools_gemini-3-flash-preview,google/gemini-3-flash-preview,bdikit_context,country_of_birth,Country,0.7403846153846154,0.8,0.6137931034482758,0.6258064516129032,0.7352941176470589,0.75,0.75,0.75,0.25961538461538464,0.0,27,0,2,0,0,0,0,0,google/gemini-3-flash-preview | bdikit_context,frontier
9a482697,dou_harmonization_bdikit-tools_gemini-3-flash-preview,google/gemini-3-flash-preview,bdikit_context,tumor_grade,Histologic_Grade_FIGO,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,18,0,0,0,0,0,google/gemini-3-flash-preview | bdikit_context,frontier
9a482697,dou_harmonization_bdikit-tools_gemini-3-flash-preview,google/gemini-3-flash-preview,bdikit_context,primary_diagnosis,Histologic_type,0.028846153846153848,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.028846153846153848,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0,0,0,101,0,0,0,101,google/gemini-3-flash-preview | bdikit_context,frontier
9a482697,dou_harmonization_bdikit-tools_gemini-3-flash-preview,google/gemini-3-flash-preview,bdikit_context,figo_stage,FIGO_stage,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,3,0,0,0,0,0,google/gemini-3-flash-preview | bdikit_context,frontier
9a482697,dou_harmonization_bdikit-tools_gemini-3-flash-preview,google/gemini-3-flash-preview,bdikit_context,bmi,BMI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,3,0,0,0,0,0,google/gemini-3-flash-preview | bdikit_context,frontier
9a482697,dou_harmonization_bdikit-tools_gemini-3-flash-preview,google/gemini-3-flash-preview,bdikit_context,age_at_index,Age,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,3,0,0,0,0,0,google/gemini-3-flash-preview | bdikit_context,frontier
9a482697,dou_harmonization_bdikit-tools_gemini-3-flash-preview,google/gemini-3-flash-preview,bdikit_context,race,Race,0.9903846153846154,0.9952380952380953,0.9965517241379309,0.9958512310110006,0.9841269841269841,1.0,0.9956896551724138,0.9978260869565218,0.0,0.009615384615384616,0,1,41,0,0,0,0,0,google/gemini-3-flash-preview | bdikit_context,frontier
9a482697,dou_harmonization_bdikit-tools_gemini-3-flash-preview,google/gemini-3-flash-preview,bdikit_context,ethnicity,Ethnicity,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,41,0,0,0,0,0,google/gemini-3-flash-preview | bdikit_context,frontier
9a482697,dou_harmonization_bdikit-tools_gemini-3-flash-preview,google/gemini-3-flash-preview,bdikit_context,gender,Gender,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,3,0,0,0,0,0,google/gemini-3-flash-preview | bdikit_context,frontier
9a482697,dou_harmonization_bdikit-tools_gemini-3-flash-preview,google/gemini-3-flash-preview,bdikit_context,tumor_focality,Tumor_Focality,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,3,0,0,0,0,0,google/gemini-3-flash-preview | bdikit_context,frontier
9a482697,dou_harmonization_bdikit-tools_gemini-3-flash-preview,google/gemini-3-flash-preview,bdikit_context,tumor_largest_dimension_diameter,Tumor_Size_cm,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,4,0,0,0,0,0,google/gemini-3-flash-preview | bdikit_context,frontier
